Column1;RefCode;IDCode;SiteCode.x;BatGenus;BatSpecies;CurrentBatSpecies;TrophicGuild;PlantFamily;PlantGenus;PlantSpecies;CurrentPlantSpecies;LifeForm;SuccessionalStage;Interaction;Weight;SiteCode.y;Locality;State;Country;Latitude;Longitude;Precision;YearStart;YearEnd;Duration;SamplingEffort;StudyType;EcologicalScale;SamplingMethod;SamplingSeason;Vegetation;VegType;Ecoregion;Domain;Elevation;X1kmAlt;AnnRain;MeaAnnTemp;PET;GAI
2794;BPR140;BPI2253;BPA169;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Lythraceae;Lafoensia;Lafoensia glyptocarpa;Lafoensia glyptocarpa;Tree;NA;Nectarivory;NA;BPA169;Caraguatatuba;Sao Paulo;Brazil;-23,596608;-45,417237;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;193;2247;21.2;1236;18.173
2795;BPR140;BPI2254;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Marcgraviaceae;Marcgravia;Marcgravia polyantha;Marcgravia polyantha;Vine;Late;Nectarivory;NA;BPA168;Parque Estadual de Campos do Jordao;Sao Paulo;Brazil;-22,690245;-45,489916;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;mixed semi-deciduous broadleaf forest;Mixed forest;Serra do Mar coastal forests;Atlantic Forest;NA;1566;1768;14.1;1132;15.612
2796;BPR140;BPI2254;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Marcgraviaceae;Marcgravia;Marcgravia polyantha;Marcgravia polyantha;Vine;Late;Nectarivory;NA;BPA169;Caraguatatuba;Sao Paulo;Brazil;-23,596608;-45,417237;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;193;2247;21.2;1236;18.173
2797;BPR140;BPI2255;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Marcgraviaceae;Marcgravia;Marcgravia aff. polyantha;Marcgravia polyantha;Vine;Late;Nectarivory;NA;BPA168;Parque Estadual de Campos do Jordao;Sao Paulo;Brazil;-22,690245;-45,489916;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;mixed semi-deciduous broadleaf forest;Mixed forest;Serra do Mar coastal forests;Atlantic Forest;NA;1566;1768;14.1;1132;15.612
2798;BPR140;BPI2255;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Marcgraviaceae;Marcgravia;Marcgravia aff. polyantha;Marcgravia polyantha;Vine;Late;Nectarivory;NA;BPA169;Caraguatatuba;Sao Paulo;Brazil;-23,596608;-45,417237;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;193;2247;21.2;1236;18.173
2799;BPR140;BPI2256;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Passifloraceae;Tetrastylis;Tetrastylis ovalis;Tetrastylis ovalis;Vine;Late;Nectarivory;NA;BPA168;Parque Estadual de Campos do Jordao;Sao Paulo;Brazil;-22,690245;-45,489916;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;mixed semi-deciduous broadleaf forest;Mixed forest;Serra do Mar coastal forests;Atlantic Forest;NA;1566;1768;14.1;1132;15.612
2800;BPR140;BPI2256;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Passifloraceae;Tetrastylis;Tetrastylis ovalis;Tetrastylis ovalis;Vine;Late;Nectarivory;NA;BPA169;Caraguatatuba;Sao Paulo;Brazil;-23,596608;-45,417237;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;193;2247;21.2;1236;18.173
2801;BPR140;BPI2257;BPA169;Anoura;Anoura geoffroyi;Anoura geoffroyi;Nectarivore;Passifloraceae;Tetrastylis;Tetrastylis ovalis;Tetrastylis ovalis;Vine;Late;Nectarivory;NA;BPA168;Parque Estadual de Campos do Jordao;Sao Paulo;Brazil;-22,690245;-45,489916;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;mixed semi-deciduous broadleaf forest;Mixed forest;Serra do Mar coastal forests;Atlantic Forest;NA;1566;1768;14.1;1132;15.612
2802;BPR140;BPI2257;BPA169;Anoura;Anoura geoffroyi;Anoura geoffroyi;Nectarivore;Passifloraceae;Tetrastylis;Tetrastylis ovalis;Tetrastylis ovalis;Vine;Late;Nectarivory;NA;BPA169;Caraguatatuba;Sao Paulo;Brazil;-23,596608;-45,417237;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;193;2247;21.2;1236;18.173
2803;BPR140;BPI2258;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Rubiaceae;Hillia;Hillia illustris;Hillia illustris;Shrub;NA;Nectarivory;NA;BPA168;Parque Estadual de Campos do Jordao;Sao Paulo;Brazil;-22,690245;-45,489916;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;mixed semi-deciduous broadleaf forest;Mixed forest;Serra do Mar coastal forests;Atlantic Forest;NA;1566;1768;14.1;1132;15.612
2804;BPR140;BPI2258;BPA169;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Rubiaceae;Hillia;Hillia illustris;Hillia illustris;Shrub;NA;Nectarivory;NA;BPA169;Caraguatatuba;Sao Paulo;Brazil;-23,596608;-45,417237;Precise;1993;1996;34;NA;Plant visitation;Assemblage;Direct observation;Dry and Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;193;2247;21.2;1236;18.173
2805;BPR141;BPI2259;BPA170;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Nectarivory;NA;BPA170;Picinguaba;Sao Paulo;Brazil;-23,378622;-44,836569;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;74;2522;22.1;1306;1.931
2806;BPR141;BPI2259;BPA170;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Nectarivory;NA;BPA171;Praia Dura;Sao Paulo;Brazil;-23,493069;-45,164159;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;55;2470;22;1288;19.166
2807;BPR141;BPI2260;BPA170;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA170;Picinguaba;Sao Paulo;Brazil;-23,378622;-44,836569;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;74;2522;22.1;1306;1.931
2808;BPR141;BPI2260;BPA170;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA171;Praia Dura;Sao Paulo;Brazil;-23,493069;-45,164159;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;55;2470;22;1288;19.166
2809;BPR141;BPI2261;BPA170;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA170;Picinguaba;Sao Paulo;Brazil;-23,378622;-44,836569;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;74;2522;22.1;1306;1.931
2810;BPR141;BPI2261;BPA170;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA171;Praia Dura;Sao Paulo;Brazil;-23,493069;-45,164159;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;55;2470;22;1288;19.166
2811;BPR141;BPI2262;BPA171;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Nectarivory;NA;BPA170;Picinguaba;Sao Paulo;Brazil;-23,378622;-44,836569;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;74;2522;22.1;1306;1.931
2812;BPR141;BPI2262;BPA171;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Nectarivory;NA;BPA171;Praia Dura;Sao Paulo;Brazil;-23,493069;-45,164159;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;55;2470;22;1288;19.166
2813;BPR141;BPI2263;BPA171;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA170;Picinguaba;Sao Paulo;Brazil;-23,378622;-44,836569;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;74;2522;22.1;1306;1.931
2814;BPR141;BPI2263;BPA171;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA171;Praia Dura;Sao Paulo;Brazil;-23,493069;-45,164159;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;55;2470;22;1288;19.166
2815;BPR141;BPI2264;BPA171;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA170;Picinguaba;Sao Paulo;Brazil;-23,378622;-44,836569;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;74;2522;22.1;1306;1.931
2816;BPR141;BPI2264;BPA171;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Dyssochroma;Dyssoschroma viridiflorum;Dyssochroma viridiflora;Shrub;NA;Frugivory;NA;BPA171;Praia Dura;Sao Paulo;Brazil;-23,493069;-45,164159;Precise;1998;1998;2;NA;Plant visitation;Population;Direct observation;Wet;subhumid evergreen broadleaf forest;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;55;2470;22;1288;19.166
2817;BPR142;BPI2265;BPA172;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Malvaceae;Pseudobombax;Pseudobombax grandiflorum;Pseudobombax grandiflorum;Tree;Late;Nectarivory;NA;BPA172;Universidade Federal Rural do Rio de Janeiro;Rio de Janeiro;Brazil;-22,767221;-43,691738;Precise;1989;1989;3;NA;Plant visitation;Population;Pollen collection;Dry;NA;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;20;1383;23.4;1417;0.9754
2818;BPR142;BPI2266;BPA172;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Malvaceae;Pseudobombax;Pseudobombax grandiflorum;Pseudobombax grandiflorum;Tree;Late;Nectarivory;NA;BPA172;Universidade Federal Rural do Rio de Janeiro;Rio de Janeiro;Brazil;-22,767221;-43,691738;Precise;1989;1989;3;NA;Plant visitation;Population;Pollen collection;Dry;NA;Rainforest;Serra do Mar coastal forests;Atlantic Forest;NA;20;1383;23.4;1417;0.9754
2846;BPR150;BPI2294;BPA180;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Urticaceae;Cecropia;Cecropia glaziovi;Cecropia glaziovii;Tree;Early;Frugivory;3;BPA180;Parque Estadual do Rio Doce;Minas Gerais;Brazil;-19,779068;-42,59993;Precise;1997;1997;11;66;Bat diet;Assemblage;Feces collection;Dry and Wet;Tropical Low Semi-Deciduous Atlantic forest.;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;269;1213;22.9;1340;0.9048
