Column1;RefCode;IDCode;SiteCode.x;BatGenus;BatSpecies;CurrentBatSpecies;TrophicGuild;PlantFamily;PlantGenus;PlantSpecies;CurrentPlantSpecies;LifeForm;SuccessionalStage;Interaction;Weight;SiteCode.y;Locality;State;Country;Latitude;Longitude;Precision;YearStart;YearEnd;Duration;SamplingEffort;StudyType;EcologicalScale;SamplingMethod;SamplingSeason;Vegetation;VegType;Ecoregion;Domain;Elevation;X1kmAlt;AnnRain;MeaAnnTemp;PET;GAI
617;BPR045;BPI0564;BPA050;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Myrtaceae;Psidium;Psidium sp.1;Psidium sp.1;Tree;Late;Frugivory;2;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
618;BPR045;BPI0565;BPA050;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Myrtaceae;Psidium;Psidium sp.2;Psidium sp.2;Tree;Late;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
619;BPR045;BPI0566;BPA050;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Urticaceae;Cecropia;Cecropia glaziovii;Cecropia glaziovii;Tree;Early;Frugivory;4;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
620;BPR045;BPI0567;BPA050;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper aduncum;Piper aduncum;Shrub;Early;Frugivory;3;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
621;BPR045;BPI0568;BPA050;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Unidentified;Sp.1;Unidentified 1;NA;NA;Frugivory;2;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
622;BPR045;BPI0569;BPA050;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Unidentified;Sp.2;Unidentified 2;NA;NA;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
623;BPR045;BPI0570;BPA050;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Unidentified;Sp.3;Unidentified 3;NA;NA;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
624;BPR045;BPI0571;BPA050;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Unidentified;Sp.4;Unidentified 4;NA;NA;Frugivory;5;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
625;BPR045;BPI0572;BPA050;Glossophaga;Glossopaga soricina;Glossophaga soricina;Nectarivore;Urticaceae;Cecropia;Cecropia glaziovii;Cecropia glaziovii;Tree;Early;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
626;BPR045;BPI0573;BPA050;Platyrrhinus;Platyrrhinus recifinus;Platyrrhinus recifinus;Frugivore;Urticaceae;Cecropia;Cecropia glaziovii;Cecropia glaziovii;Tree;Early;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
627;BPR045;BPI0574;BPA050;Sturnira;Srturnira lilium;Sturnira lilium;Frugivore;Piperaceae;Piper;Piper aduncum;Piper aduncum;Shrub;Early;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
628;BPR045;BPI0575;BPA050;Sturnira;Srturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Unidentified;Sp.1;Unidentified 1;NA;NA;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
629;BPR045;BPI0576;BPA050;Sturnira;Srturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Unidentified;Sp.4;Unidentified 4;NA;NA;Frugivory;2;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
630;BPR045;BPI0577;BPA050;Sturnira;Srturnira lilium;Sturnira lilium;Frugivore;Myrtaceae;Psidium;Psidium sp.1;Psidium sp.1;Tree;Late;Frugivory;1;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
631;BPR045;BPI0578;BPA050;Vampyressa;Vampiressa pussila;Vampyressa pusilla;Frugivore;Myrtaceae;Psidium;Psidium sp.2;Psidium sp.2;Tree;Late;Frugivory;2;BPA050;Piracicaba river basin;Sao Paulo;Brazil;-19,666667;-42,916667;Precise;1995;1996;6;64;Bat diet;Assemblage;Feces collection;Dry and Wet;Eucalyptus plantation and secondary forest;Semideciduous forest;Bahia interior forests;Atlantic Forest;NA;468;1301;21.7;1320;0.985
632;BPR046;BPI0579;BPA051;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Humiriaceae;Sacoglottis;Sacoglottis guianensis;Sacoglottis guianensis;Tree;NA;Frugivory;NA;BPA051;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,9642;-47,9458;Precise;1996;1996;8;NA;Bat diet;Population;Direct observation;Wet;Cerrado;Seasonal riverine forest;Cerrado;Cerrado;NA;1099;1530;20.5;1516;10.092
836;BPR049;BPI0783;BPA054;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA054;Brasilia Botanic Garden;Distrito Federal;Brazil;-15,861197;-47,8282;Precise;1989;1989;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;1150;1137;1510;20.4;1523;0.9909
837;BPR049;BPI0783;BPA054;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA055;Gloria experimental farm of the Federal University of Uberlandia;Minas Gerais;Brazil;-18,933672;-48,203404;Precise;1996;1996;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;800;945;1591;21.6;1588;10.017
838;BPR049;BPI0784;BPA054;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA054;Brasilia Botanic Garden;Distrito Federal;Brazil;-15,861197;-47,8282;Precise;1989;1989;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;1150;1137;1510;20.4;1523;0.9909
839;BPR049;BPI0784;BPA054;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA055;Gloria experimental farm of the Federal University of Uberlandia;Minas Gerais;Brazil;-18,933672;-48,203404;Precise;1996;1996;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;800;945;1591;21.6;1588;10.017
840;BPR049;BPI0785;BPA054;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA054;Brasilia Botanic Garden;Distrito Federal;Brazil;-15,861197;-47,8282;Precise;1989;1989;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;1150;1137;1510;20.4;1523;0.9909
841;BPR049;BPI0785;BPA054;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA055;Gloria experimental farm of the Federal University of Uberlandia;Minas Gerais;Brazil;-18,933672;-48,203404;Precise;1996;1996;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;800;945;1591;21.6;1588;10.017
842;BPR049;BPI0786;BPA055;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA054;Brasilia Botanic Garden;Distrito Federal;Brazil;-15,861197;-47,8282;Precise;1989;1989;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;1150;1137;1510;20.4;1523;0.9909
843;BPR049;BPI0786;BPA055;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA055;Gloria experimental farm of the Federal University of Uberlandia;Minas Gerais;Brazil;-18,933672;-48,203404;Precise;1996;1996;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;800;945;1591;21.6;1588;10.017
844;BPR049;BPI0787;BPA055;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA054;Brasilia Botanic Garden;Distrito Federal;Brazil;-15,861197;-47,8282;Precise;1989;1989;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;1150;1137;1510;20.4;1523;0.9909
845;BPR049;BPI0787;BPA055;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA055;Gloria experimental farm of the Federal University of Uberlandia;Minas Gerais;Brazil;-18,933672;-48,203404;Precise;1996;1996;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;800;945;1591;21.6;1588;10.017
846;BPR049;BPI0788;BPA055;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA054;Brasilia Botanic Garden;Distrito Federal;Brazil;-15,861197;-47,8282;Precise;1989;1989;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;1150;1137;1510;20.4;1523;0.9909
847;BPR049;BPI0788;BPA055;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA055;Gloria experimental farm of the Federal University of Uberlandia;Minas Gerais;Brazil;-18,933672;-48,203404;Precise;1996;1996;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;800;945;1591;21.6;1588;10.017
848;BPR049;BPI0789;BPA055;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA054;Brasilia Botanic Garden;Distrito Federal;Brazil;-15,861197;-47,8282;Precise;1989;1989;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;1150;1137;1510;20.4;1523;0.9909
849;BPR049;BPI0789;BPA055;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Leguminosae;Hymenaea;Hymenaea stigonocarpa;Hymenaea stigonocarpa;Tree;NA;Nectarivory;NA;BPA055;Gloria experimental farm of the Federal University of Uberlandia;Minas Gerais;Brazil;-18,933672;-48,203404;Precise;1996;1996;NA;NA;Plant visitation;Population;Direct observation;NA;NA;Savanna woodland;Cerrado;Cerrado;800;945;1591;21.6;1588;10.017
1107;BPR054;BPI1047;BPA060;Anoura;Anoura geoffrogyii;Anoura geoffroyi;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1108;BPR054;BPI1047;BPA060;Anoura;Anoura geoffrogyii;Anoura geoffroyi;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1109;BPR054;BPI1048;BPA060;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1110;BPR054;BPI1048;BPA060;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1111;BPR054;BPI1049;BPA060;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1112;BPR054;BPI1049;BPA060;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1113;BPR054;BPI1050;BPA060;Phyllostomus;Phyllostoinus discolor;Phyllostomus discolor;Omnivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1114;BPR054;BPI1050;BPA060;Phyllostomus;Phyllostoinus discolor;Phyllostomus discolor;Omnivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1115;BPR054;BPI1051;BPA060;Platyrrhinus;Vampyrops lineatus;Platyrrhinus lineatus;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1116;BPR054;BPI1051;BPA060;Platyrrhinus;Vampyrops lineatus;Platyrrhinus lineatus;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1117;BPR054;BPI1052;BPA061;Anoura;Anoura geoffrogyii;Anoura geoffroyi;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1118;BPR054;BPI1052;BPA061;Anoura;Anoura geoffrogyii;Anoura geoffroyi;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1119;BPR054;BPI1053;BPA061;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1120;BPR054;BPI1053;BPA061;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1121;BPR054;BPI1054;BPA061;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1122;BPR054;BPI1054;BPA061;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1123;BPR054;BPI1055;BPA061;Platyrrhinus;Vampyrops lineatus;Platyrrhinus lineatus;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA060;Aguas Emendadas Biological Reserve;Distrito Federal;Brazil;-15,558154;-47,60951;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1049;1476;20.8;1539;0.9586
1124;BPR054;BPI1055;BPA061;Platyrrhinus;Vampyrops lineatus;Platyrrhinus lineatus;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;NA;BPA061;Fazenda Agua Limpa;Distrito Federal;Brazil;-15,94835;-47,934083;Precise;1983;1985;NA;NA;Plant visitation;Population;Direct observation;Dry and Wet;seasonal woodland-savanna;Savanna woodland;Cerrado;Cerrado;>1000;1071;1527;20.6;1518;10.058
1125;BPR055;BPI1056;BPA062;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA062;Instituto Nacional de Pesquisas da Amazonia;Amazonas;Brazil;-30,97524;-59,986194;Precise;1993;1993;2;NA;Plant visitation;Population;Direct observation and Pollen Collection;Dry and Wet;NA;Rainforest;Japura-Solimoes-Negro moist forests;Amazonia;NA;67;2441;27;1316;18.543
1126;BPR055;BPI1056;BPA062;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA063;Maraca Ecological Reserve;Roraima;Brazil;-33,96128;-61,706532;Not precise;1988;1988;1;NA;Plant visitation;Population;Direct observation and Pollen Collection;Wet;NA;Rainforest;Guianan piedmont and lowland moist forests;Amazonia;NA;215;2099;26.3;1566;13.402
1127;BPR055;BPI1057;BPA062;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA062;Instituto Nacional de Pesquisas da Amazonia;Amazonas;Brazil;-30,97524;-59,986194;Precise;1993;1993;2;NA;Plant visitation;Population;Direct observation and Pollen Collection;Dry and Wet;NA;Rainforest;Japura-Solimoes-Negro moist forests;Amazonia;NA;67;2441;27;1316;18.543
1128;BPR055;BPI1057;BPA062;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA063;Maraca Ecological Reserve;Roraima;Brazil;-33,96128;-61,706532;Not precise;1988;1988;1;NA;Plant visitation;Population;Direct observation and Pollen Collection;Wet;NA;Rainforest;Guianan piedmont and lowland moist forests;Amazonia;NA;215;2099;26.3;1566;13.402
1129;BPR055;BPI1058;BPA062;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA062;Instituto Nacional de Pesquisas da Amazonia;Amazonas;Brazil;-30,97524;-59,986194;Precise;1993;1993;2;NA;Plant visitation;Population;Direct observation and Pollen Collection;Dry and Wet;NA;Rainforest;Japura-Solimoes-Negro moist forests;Amazonia;NA;67;2441;27;1316;18.543
1130;BPR055;BPI1058;BPA062;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA063;Maraca Ecological Reserve;Roraima;Brazil;-33,96128;-61,706532;Not precise;1988;1988;1;NA;Plant visitation;Population;Direct observation and Pollen Collection;Wet;NA;Rainforest;Guianan piedmont and lowland moist forests;Amazonia;NA;215;2099;26.3;1566;13.402
1131;BPR055;BPI1059;BPA062;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA062;Instituto Nacional de Pesquisas da Amazonia;Amazonas;Brazil;-30,97524;-59,986194;Precise;1993;1993;2;NA;Plant visitation;Population;Direct observation and Pollen Collection;Dry and Wet;NA;Rainforest;Japura-Solimoes-Negro moist forests;Amazonia;NA;67;2441;27;1316;18.543
1132;BPR055;BPI1059;BPA062;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA063;Maraca Ecological Reserve;Roraima;Brazil;-33,96128;-61,706532;Not precise;1988;1988;1;NA;Plant visitation;Population;Direct observation and Pollen Collection;Wet;NA;Rainforest;Guianan piedmont and lowland moist forests;Amazonia;NA;215;2099;26.3;1566;13.402
