ID;Frugivore_Species;Plant_Species;Type of Interaction;Plant_family;Plant_genus;Plant_specific.epiteth;Plant_distribution;Plant_origin;Plant_Form;fruit_diameter;fruit_length;seed_diameter;seed_length;Fruit_color;Lipid_Score;Plants_IUCN;Frug_Class;Frug_Order;Frug_Family;Frug_Genus;Frug_Epitetus;Frug_Group;Frug_Body_Mass;Frug_Mean_Gape_Size;Frugivory_score;Frug_Migration_status;Frug_IUCN;Frug_Population_Trend;Study_Location;Latitude;Longitude;Precision;Study reference;Doi/Link;Study_Method
1637;Artibeus obscurus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;obscurus;Bats;33.5;19.01;3;NA;LC;Unknown;NA;NA;NA;NA;Musnter 2011;NA;Animal-oriented
1638;Carollia perspicillata;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;perspicillata;Bats;16.5;14.29;3;NA;LC;Stable;NA;NA;NA;NA;Musnter 2011;NA;Animal-oriented
1639;Sturnira lilium;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Sturnira;lilium;Bats;21;14.79;3;NA;LC;Stable;NA;NA;NA;NA;Musnter 2011;NA;Animal-oriented
1640;Sturnira tildae;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Sturnira;tildae;Bats;25.5;NA;3;NA;LC;Stable;NA;NA;NA;NA;Musnter 2011;NA;Animal-oriented
1641;Artibeus fimbriatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;fimbriatus;Bats;40;20.9;3;NA;LC;Stable;NA;NA;NA;NA;Pinto et al 2006;https://chiroptera.unb.br/index.php/cn/article/view/120;Animal-oriented
1642;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;NA;NA;NA;NA;Pinto et al 2006;https://chiroptera.unb.br/index.php/cn/article/view/120;Animal-oriented
1643;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;Universidade Estadual de Londrina/ParanÊ;-23,39;-51,18;preciso;Sartori 2012;10.5433/1679-0367.2012v33n1p65;Animal-oriented
1644;Platyrrhinus lineatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus;lineatus;Bats;26;17.6;NA;NA;LC;Stable;Universidade Estadual de Londrina/ParanÊ;-23,39;-51,18;preciso;Sartori 2012;10.5433/1679-0367.2012v33n1p65;Animal-oriented
1645;Caluromys lanatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Didelphimorphia;Didelphidae;Caluromys;lanatus;Marsupials;44;NA;1;NA;LC;Decreasing;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
1646;Micoureus paraguayanus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Didelphimorphia;Didelphidae;Micoureus;paraguayanus;Marsupials;147.5;NA;1;NA;LC;Stable;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
1647;Monodelphis sorex;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Didelphimorphia;Didelphidae;Monodelphis;sorex;Marsupials;48;NA;1;NA;LC;Stable;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
1649;Sturnira lilium;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Sturnira;lilium;Bats;21;14.79;3;NA;LC;Stable;NA;NA;NA;NA;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
1651;Alouatta caraya;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Atelidae;Alouatta;caraya;Primates;6000;NA;1;NA;LC;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1652;Alouatta caraya;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Atelidae;Alouatta;caraya;Primates;6000;NA;1;NA;LC;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1653;Alouatta caraya;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Atelidae;Alouatta;caraya;Primates;6000;NA;1;NA;LC;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1654;Alouatta caraya;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Atelidae;Alouatta;caraya;Primates;6000;NA;1;NA;LC;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1655;Callicebus coimbrai;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Pitheciidae;Callicebus;coimbrai;Primates;1020;NA;2;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1656;Callithrix jacchus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Callithrix;jacchus;Primates;290;NA;1;NA;LC;Stable;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1657;Callithrix jacchus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Callithrix;jacchus;Primates;290;NA;1;NA;LC;Stable;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1658;Didelphis albiventris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Didelphimorphia;Didelphidae;Didelphis;albiventris;Marsupials;850;NA;1;NA;LC;Stable;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
1659;Leontopithecus caissara;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;caissara;Primates;570;NA;2;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1660;Leontopithecus caissara;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;caissara;Primates;570;NA;2;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1661;Leontopithecus rosalia;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;rosalia;Primates;600;NA;2;NA;EN;Stable;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1662;Leontopithecus rosalia;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;rosalia;Primates;600;NA;2;NA;EN;Stable;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1663;Leontopithecus rosalia;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;rosalia;Primates;600;NA;2;NA;EN;Stable;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1664;Leontopithecus rosalia;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;rosalia;Primates;600;NA;2;NA;EN;Stable;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1665;Sapajus nigritus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Cebidae;Sapajus;nigritus;Primates;3500;NA;2;NA;NT;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1666;Sapajus robustus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Primates;Cebidae;Sapajus;robustus;Primates;3000;NA;2;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1667;Didelphis albiventris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Didelphimorphia;Didelphidae;Didelphis;albiventris;Marsupials;850;NA;1;NA;LC;Stable;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
3530;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;Recanto Marista - Doutor Camargo/ParanÊ;-23,55;-46,78;preciso;Brito 2010;10.4025/actascibiolsci.v32i3.5351;Animal-oriented
3535;Artibeus fimbriatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;fimbriatus;Bats;40;20.9;3;NA;LC;Stable;Recanto Marista - Doutor Camargo/ParanÊ;-23,55;-46,78;preciso;Brito 2010;10.4025/actascibiolsci.v32i3.5351;Animal-oriented
3608;Artibeus fimbriatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;fimbriatus;Bats;40;20.9;3;NA;LC;Stable;Parque Estadual de Intervales;-24,31;-48,27;preciso;Passos 2003;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752003000300024;Animal-oriented
3612;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;Parque Estadual de Intervales;-24,31;-48,27;preciso;Passos 2003;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752003000300024;Animal-oriented
3639;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;C¢rrego da Porteira;NA;NA;NA;Piccoli 2007;http://seb-ecologia.org.br/viiiceb/pdf/185.pdf;Animal-oriented
3652;Carollia perspicillata;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;perspicillata;Bats;16.5;14.29;3;NA;LC;Stable;C¢rrego da Porteira;NA;NA;NA;Piccoli 2007;http://seb-ecologia.org.br/viiiceb/pdf/185.pdf;Animal-oriented
3656;Glossophaga soricina;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;soricina;Bats;9;13.71;2;NA;LC;Stable;C¢rrego da Porteira;NA;NA;NA;Piccoli 2007;http://seb-ecologia.org.br/viiiceb/pdf/185.pdf;Animal-oriented
3665;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;Universidade Estadual de Londrina/ParanÊ;-23,39;-51,18;preciso;Sartori 2012;10.5433/1679-0367.2012v33n1p65;Animal-oriented
3673;Platyrrhinus lineatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus;lineatus;Bats;26;17.6;NA;NA;LC;Stable;Universidade Estadual de Londrina/ParanÊ;-23,39;-51,18;preciso;Sartori 2012;10.5433/1679-0367.2012v33n1p65;Animal-oriented
4045;Artibeus fimbriatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;fimbriatus;Bats;40;20.9;3;NA;LC;Stable;NA;NA;NA;NA;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4057;Artibeus fimbriatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;fimbriatus;Bats;40;20.9;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4058;Artibeus jamaicensis;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;jamaicensis;Bats;42;7.2;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
