ID;Frugivore_Species;Plant_Species;Type of Interaction;Plant_family;Plant_genus;Plant_specific.epiteth;Plant_distribution;Plant_origin;Plant_Form;fruit_diameter;fruit_length;seed_diameter;seed_length;Fruit_color;Lipid_Score;Plants_IUCN;Frug_Class;Frug_Order;Frug_Family;Frug_Genus;Frug_Epitetus;Frug_Group;Frug_Body_Mass;Frug_Mean_Gape_Size;Frugivory_score;Frug_Migration_status;Frug_IUCN;Frug_Population_Trend;Study_Location;Latitude;Longitude;Precision;Study reference;Doi/Link;Study_Method
4059;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4060;Artibeus obscurus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;obscurus;Bats;33.5;19.01;3;NA;LC;Unknown;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4061;Artibeus planirostris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;planirostris;Bats;57.5;19.9;3;NA;LC;stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4062;Carollia perspicillata;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;perspicillata;Bats;16.5;14.29;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4063;Glossophaga soricina;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;soricina;Bats;9;13.71;2;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4064;Lonchophylla mordax;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Lonchophylla;mordax;Bats;9;16.5;NA;NA;LC;Unknown;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4065;Noctilio albiventris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Noctilionidae;Noctilio;albiventris;Bats;38;13.97;1;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4066;Phyllostomus discolor;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;discolor;Bats;38;19.6;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4067;Phyllostomus hastatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;hastatus;Bats;95;26.98;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4068;Platyrrhinus lineatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus;lineatus;Bats;26;17.6;NA;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4069;Sturnira lilium;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Sturnira;lilium;Bats;21;14.79;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4070;Trachops cirrhosus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Trachops;cirrhosus;Bats;36.5;NA;1;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8251;Artibeus fimbriatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;fimbriatus;Bats;40;20.9;3;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8252;Artibeus jamaicensis;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;jamaicensis;Bats;42;7.2;3;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8253;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8254;Artibeus obscurus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;obscurus;Bats;33.5;19.01;3;NA;LC;Unknown;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8255;Artibeus planirostris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;planirostris;Bats;57.5;19.9;3;NA;LC;stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8256;Carollia perspicillata;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;perspicillata;Bats;16.5;14.29;3;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8257;Glossophaga soricina;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;soricina;Bats;9;13.71;2;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8258;Lonchophylla mordax;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Lonchophylla;mordax;Bats;9;16.5;NA;NA;LC;Unknown;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8259;Noctilio albiventris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Noctilionidae;Noctilio;albiventris;Bats;38;13.97;1;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8260;Phyllostomus discolor;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;discolor;Bats;38;19.6;3;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8261;Phyllostomus hastatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;hastatus;Bats;95;26.98;3;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8262;Platyrrhinus lineatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus;lineatus;Bats;26;17.6;NA;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8263;Sturnira lilium;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Sturnira;lilium;Bats;21;14.79;3;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8264;Trachops cirrhosus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Trachops;cirrhosus;Bats;36.5;NA;1;NA;LC;Stable;Santa Catarina;-27,24;-50,22;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8265;Artibeus fimbriatus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;fimbriatus;Bats;40;20.9;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8266;Artibeus jamaicensis;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;jamaicensis;Bats;42;7.2;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8267;Artibeus lituratus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8268;Artibeus obscurus;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;obscurus;Bats;33.5;19.01;3;NA;LC;Unknown;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8269;Artibeus planirostris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;planirostris;Bats;57.5;19.9;3;NA;LC;stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8270;Carollia perspicillata;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;perspicillata;Bats;16.5;14.29;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8271;Glossophaga soricina;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;soricina;Bats;9;13.71;2;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8272;Lonchophylla mordax;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Lonchophylla;mordax;Bats;9;16.5;NA;NA;LC;Unknown;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
8273;Noctilio albiventris;Cecropia pachystachya;Mutualistic;Urticaceae;Cecropia;pachystachya;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;tree;1.52;200;0.61;2;green;1;NE;Mammalia;Chiroptera;Noctilionidae;Noctilio;albiventris;Bats;38;13.97;1;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
